Time (s),Processed X Mag,Processed Y Mag,Processed Z Mag,,
33.74921551,0.241089051,-0.1654054,-0.623169421,,33.75
33.8140725,0.235901059,-0.168151984,-0.623169421,,33.82
33.87556351,0.241089051,-0.17608656,-0.64239551,,33.88
33.93794612,0.238342467,-0.178833144,-0.634155757,,33.94
34.00005356,0.243835635,-0.173339976,-0.628662589,,34.01
34.06107215,0.238342467,-0.17608656,-0.625916005,,34.07
34.12439736,0.241089051,-0.17608656,-0.634155757,,34.13
34.18617927,0.243835635,-0.181579728,-0.644836918,,34.19
34.24923059,0.241089051,-0.17608656,-0.623169421,,34.25
34.31099197,0.243835635,-0.173339976,-0.617981429,,34.32
34.37299677,0.243835635,-0.178833144,-0.620728013,,34.38
34.43802246,0.252075388,-0.173339976,-0.615234844,,34.44
34.49800543,0.243835635,-0.168151984,-0.634155757,,34.5
34.56113437,0.235901059,-0.173339976,-0.615234844,,34.57
34.62489224,0.241089051,-0.170593392,-0.636902341,,34.63
34.68531396,0.227661307,-0.17608656,-0.631409173,,34.69
34.74923476,0.224914722,-0.168151984,-0.61248826,,34.75
34.8103765,0.241089051,-0.170593392,-0.61248826,,34.82
34.873025,0.238342467,-0.184326313,-0.628662589,,34.88
34.9350994,0.262756548,-0.192260889,-0.628662589,,34.94
34.99899101,0.246582219,-0.178833144,-0.639648926,,35
35.05997496,0.230407891,-0.181579728,-0.625916005,,35.06
35.12206187,0.230407891,-0.170593392,-0.617981429,,35.13
35.18620813,0.235901059,-0.181579728,-0.634155757,,35.19
35.2471754,0.224914722,-0.197754057,-0.623169421,,35.25
35.31006604,0.233154475,-0.181579728,-0.623169421,,35.32
35.37297785,0.235901059,-0.187072897,-0.639648926,,35.38
35.43416417,0.254821972,-0.17608656,-0.628662589,,35.44
35.49736976,0.230407891,-0.187072897,-0.625916005,,35.5
35.55906347,0.235901059,-0.17608656,-0.628662589,,35.56
35.62108816,0.243835635,-0.187072897,-0.623169421,,35.63
35.68502691,0.241089051,-0.17608656,-0.628662589,,35.69
35.74641209,0.246582219,-0.173339976,-0.609741676,,35.75
35.80908912,0.222168138,-0.184326313,-0.628662589,,35.81
35.87104678,0.241089051,-0.168151984,-0.609741676,,35.88
35.93415872,0.235901059,-0.173339976,-0.617981429,,35.94
35.99720908,0.238342467,-0.189819481,-0.617981429,,36
36.05805416,0.233154475,-0.192260889,-0.623169421,,36.06
36.12103107,0.235901059,-0.173339976,-0.64239551,,36.13
36.18305544,0.233154475,-0.173339976,-0.620728013,,36.19
36.24516544,0.243835635,-0.17608656,-0.636902341,,36.25
36.30945443,0.238342467,-0.178833144,-0.623169421,,36.31
36.37002913,0.238342467,-0.173339976,-0.625916005,,36.38
36.43623475,0.235901059,-0.178833144,-0.636902341,,36.44
36.49610451,0.246582219,-0.178833144,-0.623169421,,36.5
36.55705511,0.227661307,-0.17608656,-0.628662589,,36.56
36.62005736,0.249328804,-0.17608656,-0.620728013,,36.63
36.68309649,0.238342467,-0.189819481,-0.625916005,,36.69
36.74505447,0.233154475,-0.17608656,-0.617981429,,36.75
36.80748712,0.241089051,-0.173339976,-0.647583502,,36.81
36.86951855,0.235901059,-0.187072897,-0.606995092,,36.87
36.93228282,0.235901059,-0.170593392,-0.623169421,,36.94
36.99625205,0.235901059,-0.178833144,-0.639648926,,37
37.0574435,0.238342467,-0.170593392,-0.625916005,,37.06
37.12025717,0.241089051,-0.184326313,-0.620728013,,37.13
37.18125106,0.238342467,-0.181579728,-0.631409173,,37.19
37.24609297,0.233154475,-0.181579728,-0.620728013,,37.25
37.30610224,0.230407891,-0.173339976,-0.623169421,,37.31
37.37008366,0.238342467,-0.170593392,-0.634155757,,37.38
37.43311766,0.235901059,-0.178833144,-0.634155757,,37.44
37.49459007,0.235901059,-0.184326313,-0.623169421,,37.5
37.55761092,0.254821972,-0.178833144,-0.615234844,,37.56
37.61822604,0.241089051,-0.178833144,-0.625916005,,37.62
37.68322831,0.241089051,-0.181579728,-0.625916005,,37.69
37.74315708,0.249328804,-0.187072897,-0.620728013,,37.75
37.80709039,0.227661307,-0.17608656,-0.615234844,,37.81
37.86814938,0.243835635,-0.168151984,-0.625916005,,37.87
37.93020518,0.227661307,-0.168151984,-0.620728013,,37.94
37.99213687,0.238342467,-0.17608656,-0.636902341,,38
38.05520294,0.246582219,-0.173339976,-0.634155757,,38.06
38.11824271,0.249328804,-0.17608656,-0.625916005,,38.12
38.18029018,0.241089051,-0.178833144,-0.620728013,,38.19
